Entity,Code,Day,total_vaccinations
European Union,,2021-03-23,62584248
European Union,,2021-03-24,64305544
European Union,,2021-03-25,65989241
European Union,,2021-03-26,68717186
European Union,,2021-03-27,69726515
European Union,,2021-03-28,70830214
European Union,,2021-03-29,72407657
European Union,,2021-03-30,74202894
European Union,,2021-03-31,76188175
European Union,,2021-04-01,78326906
European Union,,2021-04-02,80464074
European Union,,2021-04-03,81678119
European Union,,2021-04-04,82780917
European Union,,2021-04-05,83757346
European Union,,2021-04-06,85574627
European Union,,2021-04-07,88221260
European Union,,2021-04-08,91123686
European Union,,2021-04-09,94500114
European Union,,2021-04-10,96325004
European Union,,2021-04-11,97841255
European Union,,2021-04-12,100057480
European Union,,2021-04-13,102413557
European Union,,2021-04-14,104950116
European Union,,2021-04-15,108006865
European Union,,2021-04-16,111643302
European Union,,2021-04-17,113212293
European Union,,2021-04-18,114844798
European Union,,2021-04-19,117394570
European Union,,2021-04-20,119650342
European Union,,2021-04-21,122574988
European Union,,2021-04-22,125527599
European Union,,2021-04-23,129274538
European Union,,2021-04-24,130659858
European Union,,2021-04-25,133200529
European Union,,2021-04-26,135166337
European Union,,2021-04-27,138265642
European Union,,2021-04-28,141848943
European Union,,2021-04-29,145547658
European Union,,2021-04-30,149190850
European Union,,2021-05-01,151006853
European Union,,2021-05-02,153608432
European Union,,2021-05-03,155840750
European Union,,2021-05-04,158904854
European Union,,2021-05-05,163235619
European Union,,2021-05-06,167384472
European Union,,2021-05-07,172065821
European Union,,2021-05-08,174172269
European Union,,2021-05-09,177120625
European Union,,2021-05-10,179971427
European Union,,2021-05-11,183735432
European Union,,2021-05-12,187697582
European Union,,2021-05-13,191412223
European Union,,2021-05-14,196136773
European Union,,2021-05-15,198461618
European Union,,2021-05-16,201343362
European Union,,2021-05-17,204090403
European Union,,2021-05-18,207685418
European Union,,2021-05-19,211425858
European Union,,2021-05-20,215933071
European Union,,2021-05-21,220988936
European Union,,2021-05-22,223170420
European Union,,2021-05-23,225919373
European Union,,2021-05-24,228043268
European Union,,2021-05-25,231252903
European Union,,2021-05-26,235457866
European Union,,2021-05-27,239518196
European Union,,2021-05-28,244473911
European Union,,2021-05-29,246710930
European Union,,2021-05-30,249630409
European Union,,2021-05-31,252413818
European Union,,2021-06-01,256312845
European Union,,2021-06-02,260852338
European Union,,2021-06-03,264440777
European Union,,2021-06-04,269541123
European Union,,2021-06-05,272106231
European Union,,2021-06-06,275940779
European Union,,2021-06-07,279112061
European Union,,2021-06-08,283236466
European Union,,2021-06-09,287975167
European Union,,2021-06-10,292512389
European Union,,2021-06-11,298330808
European Union,,2021-06-12,300685137
European Union,,2021-06-13,304274941
European Union,,2021-06-14,307329426
European Union,,2021-06-15,311061815
European Union,,2021-06-16,315989335
European Union,,2021-06-17,320226758
European Union,,2021-06-18,325845131
European Union,,2021-06-19,328046890
European Union,,2021-06-20,331664381
European Union,,2021-06-21,334648870
European Union,,2021-06-22,338834516
European Union,,2021-06-23,343430661
European Union,,2021-06-24,347146735
European Union,,2021-06-25,352352593
European Union,,2021-06-26,355082806
European Union,,2021-06-27,358650848
European Union,,2021-06-28,361860319
European Union,,2021-06-29,365818209
European Union,,2021-06-30,370041481
European Union,,2021-07-01,374014110
European Union,,2021-07-02,379426402
European Union,,2021-07-03,381474984
European Union,,2021-07-04,385104153
European Union,,2021-07-05,388008242
European Union,,2021-07-06,391574130
European Union,,2021-07-07,395599422
European Union,,2021-07-08,399359424
European Union,,2021-07-09,404726170
European Union,,2021-07-10,406597188
European Union,,2021-07-11,410135327
European Union,,2021-07-12,413084832
European Union,,2021-07-13,416709953
European Union,,2021-07-14,420285517
European Union,,2021-07-15,424028864
European Union,,2021-07-16,428673091
European Union,,2021-07-17,430854735
European Union,,2021-07-18,433776993
European Union,,2021-07-19,436599216
European Union,,2021-07-20,439958508
European Union,,2021-07-21,443489406
European Union,,2021-07-22,446981636
European Union,,2021-07-23,451242846
European Union,,2021-07-24,452865861
European Union,,2021-07-25,455485232
European Union,,2021-07-26,457967844
European Union,,2021-07-27,461225931
European Union,,2021-07-28,464474608
European Union,,2021-07-29,467469839
European Union,,2021-07-30,471248230
European Union,,2021-07-31,472741948
European Union,,2021-08-01,474860049
European Union,,2021-08-02,477034009
European Union,,2021-08-03,479654388
European Union,,2021-08-04,482343160
European Union,,2021-08-05,484909061
European Union,,2021-08-06,488282865
European Union,,2021-08-07,489639333
European Union,,2021-08-08,491599595
European Union,,2021-08-09,493549881
European Union,,2021-08-10,495920802
European Union,,2021-08-11,498389047
European Union,,2021-08-12,500694510
European Union,,2021-08-13,503639863
European Union,,2021-08-14,504607041
European Union,,2021-08-15,506339742
European Union,,2021-08-16,507991593
European Union,,2021-08-17,510013325
European Union,,2021-08-18,512137764
European Union,,2021-08-19,514069499
European Union,,2021-08-20,516417517
European Union,,2021-08-21,517269467
European Union,,2021-08-22,519075491
European Union,,2021-08-23,520716130
European Union,,2021-08-24,522587633
European Union,,2021-08-25,524394723
European Union,,2021-08-26,526219732
European Union,,2021-08-27,528326707
European Union,,2021-08-28,529222363
European Union,,2021-08-29,530840249
European Union,,2021-08-30,532308131
European Union,,2021-08-31,534098165
European Union,,2021-09-01,535750262
European Union,,2021-09-02,537274572
European Union,,2021-09-03,539107388
European Union,,2021-09-04,539915862
European Union,,2021-09-05,541295082
European Union,,2021-09-06,542377309
European Union,,2021-09-07,543794749
European Union,,2021-09-08,545107595
European Union,,2021-09-09,546296355
European Union,,2021-09-10,547905279
European Union,,2021-09-11,548620466
European Union,,2021-09-12,549715774
European Union,,2021-09-13,550640857
European Union,,2021-09-14,551822495
European Union,,2021-09-15,553005689
European Union,,2021-09-16,554108984
European Union,,2021-09-17,555539722
European Union,,2021-09-18,556190284
European Union,,2021-09-19,557245234
European Union,,2021-09-20,558011822
European Union,,2021-09-21,559059129
European Union,,2021-09-22,560185740
European Union,,2021-09-23,561197111
European Union,,2021-09-24,562391496
European Union,,2021-09-25,563000711
European Union,,2021-09-26,563746168
European Union,,2021-09-27,564492679
European Union,,2021-09-28,568251711
European Union,,2021-09-29,569231522
European Union,,2021-09-30,570120404
European Union,,2021-10-01,571157478
European Union,,2021-10-02,571646596
European Union,,2021-10-03,572286351
European Union,,2021-10-04,573200805
European Union,,2021-10-05,574269500
European Union,,2021-10-06,575144036
European Union,,2021-10-07,576004090
European Union,,2021-10-08,576982244
European Union,,2021-10-09,577464747
European Union,,2021-10-10,578075665
European Union,,2021-10-11,578685077
European Union,,2021-10-12,579889870
European Union,,2021-10-13,580817787
European Union,,2021-10-14,581741890
European Union,,2021-10-15,582970061
European Union,,2021-10-16,583484513
European Union,,2021-10-17,584142538
European Union,,2021-10-18,585169243
European Union,,2021-10-19,586080404
European Union,,2021-10-20,587163682
European Union,,2021-10-21,588175381
European Union,,2021-10-22,589331519
European Union,,2021-10-23,589961334
European Union,,2021-10-24,590766550
European Union,,2021-10-25,591565359
European Union,,2021-10-26,592646845
European Union,,2021-10-27,594068049
European Union,,2021-10-28,595323982
European Union,,2021-10-29,596588392
European Union,,2021-10-30,597189630
European Union,,2021-10-31,597963013
European Union,,2021-11-01,598306264
European Union,,2021-11-02,599412064
European Union,,2021-11-03,600761581
European Union,,2021-11-04,602125759
European Union,,2021-11-05,603593554
European Union,,2021-11-06,604234999
European Union,,2021-11-07,604897835
European Union,,2021-11-08,606062186
European Union,,2021-11-09,607755241
European Union,,2021-11-10,609352367
European Union,,2021-11-11,610891222
European Union,,2021-11-12,612694375
European Union,,2021-11-13,613447789
European Union,,2021-11-14,614455487
European Union,,2021-11-15,616023621
European Union,,2021-11-16,617840374
European Union,,2021-11-17,619938141
European Union,,2021-11-18,621958354
European Union,,2021-11-19,624233195
European Union,,2021-11-20,625298832
European Union,,2021-11-21,626489708
European Union,,2021-11-22,628514987
European Union,,2021-11-23,630897177
European Union,,2021-11-24,633378665
European Union,,2021-11-25,636518760
European Union,,2021-11-26,639625568
European Union,,2021-11-27,641708948
European Union,,2021-11-28,642977209
European Union,,2021-11-29,646028544
European Union,,2021-11-30,648842410
European Union,,2021-12-01,652409910
European Union,,2021-12-02,655853299
European Union,,2021-12-03,660016788
European Union,,2021-12-04,662580413
European Union,,2021-12-05,664157387
European Union,,2021-12-06,667320433
European Union,,2021-12-07,670875102
European Union,,2021-12-08,674505545
European Union,,2021-12-09,678041414
European Union,,2021-12-10,683099479
European Union,,2021-12-11,686027656
European Union,,2021-12-12,690638939
European Union,,2021-12-13,693892887
European Union,,2021-12-14,698279498
European Union,,2021-12-15,702672934
European Union,,2021-12-16,707166895
European Union,,2021-12-17,712448021
European Union,,2021-12-18,715409071
European Union,,2021-12-19,718531270
European Union,,2021-12-20,722112240
European Union,,2021-12-21,725774372
European Union,,2021-12-22,729251333
European Union,,2021-12-23,731734453
European Union,,2021-12-24,734112020
European Union,,2021-12-25,734217385
European Union,,2021-12-26,734823275
European Union,,2021-12-27,737096569
European Union,,2021-12-28,740212718
European Union,,2021-12-29,742807054
European Union,,2021-12-30,745339215
European Union,,2021-12-31,748140347
European Union,,2022-01-01,748370249
European Union,,2022-01-02,750185534
European Union,,2022-01-03,753009497
European Union,,2022-01-04,756387164
European Union,,2022-01-05,759585906
European Union,,2022-01-06,762353237
European Union,,2022-01-07,768117528
European Union,,2022-01-08,770578808
European Union,,2022-01-09,772479371
European Union,,2022-01-10,775550423
European Union,,2022-01-11,778893295
European Union,,2022-01-12,782384757
European Union,,2022-01-13,785689950
European Union,,2022-01-14,790455764
European Union,,2022-01-15,792465236
European Union,,2022-01-16,794616000
European Union,,2022-01-17,797053867
European Union,,2022-01-18,799716494
European Union,,2022-01-19,802220040
European Union,,2022-01-20,805100252
European Union,,2022-01-21,808404108
European Union,,2022-01-22,809942011
European Union,,2022-01-23,811646410
European Union,,2022-01-24,813580732
European Union,,2022-01-25,815853363
European Union,,2022-01-26,817906139
European Union,,2022-01-27,819839340
European Union,,2022-01-28,822556071
European Union,,2022-01-29,823800073
European Union,,2022-01-30,825452298
European Union,,2022-01-31,827041156
European Union,,2022-02-01,828500322
European Union,,2022-02-02,830049601
European Union,,2022-02-03,831415677
European Union,,2022-02-04,833608290
European Union,,2022-02-05,834619542
European Union,,2022-02-06,835635163
European Union,,2022-02-07,836749341
European Union,,2022-02-08,837917591
European Union,,2022-02-09,839089962
European Union,,2022-02-10,840155712
European Union,,2022-02-11,841728698
European Union,,2022-02-12,842485777
European Union,,2022-02-13,843232860
European Union,,2022-02-14,843972278
European Union,,2022-02-15,844823105
European Union,,2022-02-16,845944962
European Union,,2022-02-17,846659479
European Union,,2022-02-18,847723564
European Union,,2022-02-19,848224552
European Union,,2022-02-20,848695711
European Union,,2022-02-21,849232490
European Union,,2022-02-22,849894394
European Union,,2022-02-23,850535855
European Union,,2022-02-24,851202668
European Union,,2022-02-25,852005211
European Union,,2022-02-26,852382398
European Union,,2022-02-27,852774814
European Union,,2022-02-28,853186064
European Union,,2022-03-01,853655856
European Union,,2022-03-02,854119655
European Union,,2022-03-03,854603444
European Union,,2022-03-04,855157266
European Union,,2022-03-05,855406462
European Union,,2022-03-06,855645993
European Union,,2022-03-07,855911574
European Union,,2022-03-08,856241845
European Union,,2022-03-09,856604627
European Union,,2022-03-10,857575018
European Union,,2022-03-11,858179538
European Union,,2022-03-12,858380724
European Union,,2022-03-13,858600169
European Union,,2022-03-14,858809257
European Union,,2022-03-15,859157968
European Union,,2022-03-16,859869382
European Union,,2022-03-17,860211579
European Union,,2022-03-18,860847202
European Union,,2022-03-19,861068686
European Union,,2022-03-20,861297135
European Union,,2022-03-21,861777900
European Union,,2022-03-22,862088695
European Union,,2022-03-23,862707069
European Union,,2022-03-24,863032824
European Union,,2022-03-25,863747894
European Union,,2022-03-26,863917125
European Union,,2022-03-27,864080445
European Union,,2022-03-28,864292902
European Union,,2022-03-29,864629693
European Union,,2022-03-30,865172287
European Union,,2022-03-31,865496580
European Union,,2022-04-01,866167573
European Union,,2022-04-02,866289462
European Union,,2022-04-03,866450768
European Union,,2022-04-04,866678594
European Union,,2022-04-05,866969856
European Union,,2022-04-06,867398442
European Union,,2022-04-07,867706423
European Union,,2022-04-08,868356941
European Union,,2022-04-09,868470423
European Union,,2022-04-10,868711694
European Union,,2022-04-11,868894883
European Union,,2022-04-12,869222561
European Union,,2022-04-13,869508952
European Union,,2022-04-14,869760988
European Union,,2022-04-15,870135108
European Union,,2022-04-16,870205601
European Union,,2022-04-17,870420155
European Union,,2022-04-18,870474928
European Union,,2022-04-19,870691800
European Union,,2022-04-20,870938974
European Union,,2022-04-21,871246585
European Union,,2022-04-22,871715148
European Union,,2022-04-23,871812530
European Union,,2022-04-24,872052138
European Union,,2022-04-25,872187592
European Union,,2022-04-26,872459154
European Union,,2022-04-27,872838734
European Union,,2022-04-28,873125580
European Union,,2022-04-29,873534582
European Union,,2022-04-30,873654744
European Union,,2022-05-01,873904300
European Union,,2022-05-02,874034513
European Union,,2022-05-03,874248138
European Union,,2022-05-04,874618938
European Union,,2022-05-05,874868499
European Union,,2022-05-06,875215924
European Union,,2022-05-07,875300733
European Union,,2022-05-08,875486659
European Union,,2022-05-09,875619620
European Union,,2022-05-10,875842810
European Union,,2022-05-11,876150099
European Union,,2022-05-12,876369702
European Union,,2022-05-13,876660823
European Union,,2022-05-14,876738192
European Union,,2022-05-15,876887900
European Union,,2022-05-16,877009302
European Union,,2022-05-17,877213134
European Union,,2022-05-18,877485113
European Union,,2022-05-19,877685354
European Union,,2022-05-20,878026901
European Union,,2022-05-21,878097542
European Union,,2022-05-22,878463175
European Union,,2022-05-23,878577890
European Union,,2022-05-24,878768775
European Union,,2022-05-25,879059952
European Union,,2022-05-26,879127696
European Union,,2022-05-27,879429075
European Union,,2022-05-28,879481126
European Union,,2022-05-29,879567630
European Union,,2022-05-30,879677713
European Union,,2022-05-31,879851849
European Union,,2022-06-01,880106040
European Union,,2022-06-02,880254452
European Union,,2022-06-03,880620925
European Union,,2022-06-04,880668063
European Union,,2022-06-05,880739579
European Union,,2022-06-06,880778831
European Union,,2022-06-07,880922139
European Union,,2022-06-08,881160611
European Union,,2022-06-09,881350112
European Union,,2022-06-10,881692436
European Union,,2022-06-11,881749158
European Union,,2022-06-12,881805249
European Union,,2022-06-13,881895270
European Union,,2022-06-14,882049892
European Union,,2022-06-15,882322319
European Union,,2022-06-16,882448559
European Union,,2022-06-17,882777791
European Union,,2022-06-18,882829260
European Union,,2022-06-19,882883256
European Union,,2022-06-20,882982344
European Union,,2022-06-21,883145995
European Union,,2022-06-22,883390573
European Union,,2022-06-23,883618742
European Union,,2022-06-24,883995493
European Union,,2022-06-25,884062493
European Union,,2022-06-26,884102629
European Union,,2022-06-27,884227180
European Union,,2022-06-28,884442267
European Union,,2022-06-29,884725458
European Union,,2022-06-30,884956762
European Union,,2022-07-01,885342462
European Union,,2022-07-02,885421844
European Union,,2022-07-03,885464951
European Union,,2022-07-04,885626337
European Union,,2022-07-05,885884003
European Union,,2022-07-06,886226378
European Union,,2022-07-07,886494319
European Union,,2022-07-08,886893716
European Union,,2022-07-09,886984933
European Union,,2022-07-10,887027530
European Union,,2022-07-11,887213062
European Union,,2022-07-12,887513061
European Union,,2022-07-13,887893879
European Union,,2022-07-14,888067485
European Union,,2022-07-15,888491578
European Union,,2022-07-16,888595225
European Union,,2022-07-17,888643321
European Union,,2022-07-18,888842623
European Union,,2022-07-19,889132864
European Union,,2022-07-20,889482846
European Union,,2022-07-21,889787408
European Union,,2022-07-22,890202239
European Union,,2022-07-23,890308884
European Union,,2022-07-24,890350937
European Union,,2022-07-25,890550162
European Union,,2022-07-26,890847613
European Union,,2022-07-27,891200213
European Union,,2022-07-28,891515181
European Union,,2022-07-29,891926827
European Union,,2022-07-30,892021907
European Union,,2022-07-31,892060388
European Union,,2022-08-01,892274036
European Union,,2022-08-02,892517582
European Union,,2022-08-03,892934590
European Union,,2022-08-04,893156174
European Union,,2022-08-05,893447907
European Union,,2022-08-06,893515775
European Union,,2022-08-07,893546204
European Union,,2022-08-08,893781712
European Union,,2022-08-09,893971871
European Union,,2022-08-10,894268615
European Union,,2022-08-11,894438794
European Union,,2022-08-12,894724388
European Union,,2022-08-13,894764862
European Union,,2022-08-14,894788746
European Union,,2022-08-15,894813457
European Union,,2022-08-16,894952289
European Union,,2022-08-17,895220640
European Union,,2022-08-18,895380526
European Union,,2022-08-19,895567823
European Union,,2022-08-20,895610113
European Union,,2022-08-21,895636701
European Union,,2022-08-22,895792234
European Union,,2022-08-23,895914793
European Union,,2022-08-24,896229356
European Union,,2022-08-25,896383627
European Union,,2022-08-26,896555593
European Union,,2022-08-27,896594303
European Union,,2022-08-28,896630164
European Union,,2022-08-29,896722001
European Union,,2022-08-30,896863461
European Union,,2022-08-31,897098880
European Union,,2022-09-01,897233753
European Union,,2022-09-02,897392155
European Union,,2022-09-03,897428392
European Union,,2022-09-04,897605831
European Union,,2022-09-05,897689583
European Union,,2022-09-06,897818221
European Union,,2022-09-07,898024364
European Union,,2022-09-08,898151414
European Union,,2022-09-09,898340933
European Union,,2022-09-10,898377945
European Union,,2022-09-11,898705663
European Union,,2022-09-12,898857582
European Union,,2022-09-13,899076170
European Union,,2022-09-14,899427048
European Union,,2022-09-15,899699214
European Union,,2022-09-16,900106839
European Union,,2022-09-17,900192308
European Union,,2022-09-18,900518140
European Union,,2022-09-19,900712215
European Union,,2022-09-20,900987576
European Union,,2022-09-21,901334211
European Union,,2022-09-22,901695374
European Union,,2022-09-23,902194829
European Union,,2022-09-24,902300901
European Union,,2022-09-25,902625947
European Union,,2022-09-26,902846097
European Union,,2022-09-27,903158488
European Union,,2022-09-28,903559163
European Union,,2022-09-29,903905465
European Union,,2022-09-30,904463934
European Union,,2022-10-01,904573932
European Union,,2022-10-02,904862026
European Union,,2022-10-03,905042036
European Union,,2022-10-04,905355601
European Union,,2022-10-05,905725296
European Union,,2022-10-06,906089469
European Union,,2022-10-07,906682874
European Union,,2022-10-08,906808811
European Union,,2022-10-09,907039101
European Union,,2022-10-10,907270845
European Union,,2022-10-11,907678321
European Union,,2022-10-12,908046979
European Union,,2022-10-13,908459254
European Union,,2022-10-14,909107676
European Union,,2022-10-15,909246397
European Union,,2022-10-16,909441173
European Union,,2022-10-17,909683584
European Union,,2022-10-18,910040673
European Union,,2022-10-19,910419350
European Union,,2022-10-20,910805052
European Union,,2022-10-21,911440008
European Union,,2022-10-22,911566135
European Union,,2022-10-23,911725353
European Union,,2022-10-24,911969498
European Union,,2022-10-25,912302721
European Union,,2022-10-26,912642939
European Union,,2022-10-27,912995996
European Union,,2022-10-28,913519507
European Union,,2022-10-29,913609725
European Union,,2022-10-30,913743125
European Union,,2022-10-31,913867136
European Union,,2022-11-01,913949555
European Union,,2022-11-02,914192834
European Union,,2022-11-03,914492824
European Union,,2022-11-04,914963073
European Union,,2022-11-05,915050059
European Union,,2022-11-06,915131200
European Union,,2022-11-07,915311460
European Union,,2022-11-08,915593560
European Union,,2022-11-09,915851746
European Union,,2022-11-10,916186658
European Union,,2022-11-11,916573384
European Union,,2022-11-12,916645538
European Union,,2022-11-13,916749744
European Union,,2022-11-14,916895878
European Union,,2022-11-15,917129418
European Union,,2022-11-16,917353301
European Union,,2022-11-17,917630789
European Union,,2022-11-18,918029066
European Union,,2022-11-19,918098728
European Union,,2022-11-20,918186765
European Union,,2022-11-21,918310405
European Union,,2022-11-22,918507681
European Union,,2022-11-23,918726437
European Union,,2022-11-24,918941174
European Union,,2022-11-25,919338504
European Union,,2022-11-26,919395750
European Union,,2022-11-27,919465831
European Union,,2022-11-28,919579614
European Union,,2022-11-29,919769703
European Union,,2022-11-30,919996709
European Union,,2022-12-01,920195803
European Union,,2022-12-02,920598715
European Union,,2022-12-03,920670771
European Union,,2022-12-04,920853463
European Union,,2022-12-05,920979066
European Union,,2022-12-06,921180660
European Union,,2022-12-07,921387337
European Union,,2022-12-08,921555296
European Union,,2022-12-09,921831498
European Union,,2022-12-10,921893407
European Union,,2022-12-11,921909811
European Union,,2022-12-12,921939010
Faeroe Islands,FRO,2021-01-29,3994
Faeroe Islands,FRO,2021-02-06,4657
Faeroe Islands,FRO,2021-02-08,4783
Faeroe Islands,FRO,2021-02-10,5355
Faeroe Islands,FRO,2021-02-21,5682
Faeroe Islands,FRO,2021-02-23,6259
Faeroe Islands,FRO,2021-02-24,6713
Faeroe Islands,FRO,2021-03-03,7041
Faeroe Islands,FRO,2021-03-04,7394
Faeroe Islands,FRO,2021-03-05,7563
Faeroe Islands,FRO,2021-03-06,7925
Faeroe Islands,FRO,2021-03-08,8068
Faeroe Islands,FRO,2021-03-12,8832
Faeroe Islands,FRO,2021-03-16,8967
Faeroe Islands,FRO,2021-03-17,9170
Faeroe Islands,FRO,2021-03-18,9342
Faeroe Islands,FRO,2021-03-22,9427
Faeroe Islands,FRO,2021-03-26,9660
Faeroe Islands,FRO,2021-03-27,9959
Faeroe Islands,FRO,2021-03-30,10770
Faeroe Islands,FRO,2021-04-08,11494
Faeroe Islands,FRO,2021-04-12,12629
Faeroe Islands,FRO,2021-04-13,13131
Faeroe Islands,FRO,2021-04-14,13731
Faeroe Islands,FRO,2021-04-15,14305
Faeroe Islands,FRO,2021-04-19,14610
Faeroe Islands,FRO,2021-04-21,14834
Faeroe Islands,FRO,2021-04-22,15531
Faeroe Islands,FRO,2021-04-24,17280
Faeroe Islands,FRO,2021-04-26,18294
Faeroe Islands,FRO,2021-04-27,19262
Faeroe Islands,FRO,2021-04-28,20238
Faeroe Islands,FRO,2021-05-06,21128
Faeroe Islands,FRO,2021-05-08,22715
Faeroe Islands,FRO,2021-05-09,23519
Faeroe Islands,FRO,2021-05-11,25427
Faeroe Islands,FRO,2021-05-13,26253
Faeroe Islands,FRO,2021-05-16,26977
Faeroe Islands,FRO,2021-05-22,27681
Faeroe Islands,FRO,2021-05-23,28646
Faeroe Islands,FRO,2021-05-24,29668
Faeroe Islands,FRO,2021-05-25,30184
Faeroe Islands,FRO,2021-05-26,30719
Faeroe Islands,FRO,2021-05-28,32440
Faeroe Islands,FRO,2021-05-30,32593
Faeroe Islands,FRO,2021-06-03,34082
Faeroe Islands,FRO,2021-06-04,34552
Faeroe Islands,FRO,2021-06-06,35537
Faeroe Islands,FRO,2021-06-07,36442
Faeroe Islands,FRO,2021-06-09,38242
Faeroe Islands,FRO,2021-06-13,39987
Faeroe Islands,FRO,2021-06-15,40331
Faeroe Islands,FRO,2021-06-16,40484
Faeroe Islands,FRO,2021-06-18,41473
Faeroe Islands,FRO,2021-06-19,41653
Faeroe Islands,FRO,2021-06-20,42457
Faeroe Islands,FRO,2021-06-21,43497
Faeroe Islands,FRO,2021-06-22,44414
Faeroe Islands,FRO,2021-06-24,45456
Faeroe Islands,FRO,2021-06-25,46082
Faeroe Islands,FRO,2021-06-28,46874
Faeroe Islands,FRO,2021-06-30,47304
Faeroe Islands,FRO,2021-07-01,48345
Faeroe Islands,FRO,2021-07-04,49821
Faeroe Islands,FRO,2021-07-05,50941
Faeroe Islands,FRO,2021-07-06,51892
Faeroe Islands,FRO,2021-07-07,52975
Faeroe Islands,FRO,2021-07-08,53592
Faeroe Islands,FRO,2021-07-11,56825
Faeroe Islands,FRO,2021-07-12,57501
Faeroe Islands,FRO,2021-07-13,57860
Faeroe Islands,FRO,2021-07-14,58353
Faeroe Islands,FRO,2021-07-15,58843
Faeroe Islands,FRO,2021-07-19,60424
Faeroe Islands,FRO,2021-07-20,60775
Faeroe Islands,FRO,2021-07-21,61551
Faeroe Islands,FRO,2021-07-22,61717
Faeroe Islands,FRO,2021-07-25,62263
Faeroe Islands,FRO,2021-07-27,62969
Faeroe Islands,FRO,2021-07-28,63660
Faeroe Islands,FRO,2021-08-03,65026
Faeroe Islands,FRO,2021-08-05,65607
Faeroe Islands,FRO,2021-08-06,67049
Faeroe Islands,FRO,2021-08-09,67808
Faeroe Islands,FRO,2021-08-10,68097
Faeroe Islands,FRO,2021-08-11,68395
Faeroe Islands,FRO,2021-08-12,68843
Faeroe Islands,FRO,2021-08-15,68866
Faeroe Islands,FRO,2021-08-16,69341
Faeroe Islands,FRO,2021-08-17,69598
Faeroe Islands,FRO,2021-08-18,69722
Faeroe Islands,FRO,2021-08-19,69950
Faeroe Islands,FRO,2021-08-24,70399
Faeroe Islands,FRO,2021-08-26,70702
Faeroe Islands,FRO,2021-08-30,70940
Faeroe Islands,FRO,2021-08-31,71169
Faeroe Islands,FRO,2021-09-01,71315
Faeroe Islands,FRO,2021-09-02,71516
Faeroe Islands,FRO,2021-09-06,71841
Faeroe Islands,FRO,2021-09-07,71932
Faeroe Islands,FRO,2021-09-08,72246
Faeroe Islands,FRO,2021-09-10,72591
Faeroe Islands,FRO,2021-09-14,72949
Faeroe Islands,FRO,2021-09-15,73051
Faeroe Islands,FRO,2021-09-16,73208
Faeroe Islands,FRO,2021-09-20,73404
Faeroe Islands,FRO,2021-09-22,73634
Faeroe Islands,FRO,2021-09-23,73872
Faeroe Islands,FRO,2021-09-26,73959
Faeroe Islands,FRO,2021-09-27,74129
Faeroe Islands,FRO,2021-09-28,74291
Faeroe Islands,FRO,2021-10-01,74618
Faeroe Islands,FRO,2021-10-05,75009
Faeroe Islands,FRO,2021-10-08,75360
Faeroe Islands,FRO,2021-10-10,75390
Faeroe Islands,FRO,2021-10-11,75519
Faeroe Islands,FRO,2021-10-13,75647
Faeroe Islands,FRO,2021-10-15,75867
Faeroe Islands,FRO,2021-10-18,76061
Faeroe Islands,FRO,2021-10-19,76161
Faeroe Islands,FRO,2021-10-20,76384
Faeroe Islands,FRO,2021-10-21,76516
Faeroe Islands,FRO,2021-10-26,76723
Faeroe Islands,FRO,2021-10-27,76876
Faeroe Islands,FRO,2021-10-28,77276
Faeroe Islands,FRO,2021-10-31,77555
Faeroe Islands,FRO,2021-11-02,78008
Faeroe Islands,FRO,2021-11-03,78077
Faeroe Islands,FRO,2021-11-05,78347
Faeroe Islands,FRO,2021-12-22,93518
Faeroe Islands,FRO,2021-12-27,94004
Faeroe Islands,FRO,2021-12-28,95287
Faeroe Islands,FRO,2021-12-30,96235
Faeroe Islands,FRO,2022-01-03,96959
Faeroe Islands,FRO,2022-01-05,97142
Faeroe Islands,FRO,2022-01-06,98470
Faeroe Islands,FRO,2022-01-09,99594
Faeroe Islands,FRO,2022-01-10,99831
Faeroe Islands,FRO,2022-01-11,100067
Faeroe Islands,FRO,2022-01-13,100616
Faeroe Islands,FRO,2022-01-18,101029
Faeroe Islands,FRO,2022-01-19,101312
Faeroe Islands,FRO,2022-01-20,101803
Faeroe Islands,FRO,2022-01-25,102553
Faeroe Islands,FRO,2022-01-28,103026
Faeroe Islands,FRO,2022-01-31,103223
Faeroe Islands,FRO,2022-02-01,103280
Faeroe Islands,FRO,2022-02-02,103351
Faeroe Islands,FRO,2022-02-03,103479
Faeroe Islands,FRO,2022-02-07,103571
Faeroe Islands,FRO,2022-02-08,103613
Faeroe Islands,FRO,2022-02-10,103708
Faeroe Islands,FRO,2022-02-14,103737
Faeroe Islands,FRO,2022-02-16,103853
Faeroe Islands,FRO,2022-02-18,103894
Falkland Islands,FLK,2021-02-07,0
Falkland Islands,FLK,2021-02-15,1515
Falkland Islands,FLK,2021-02-22,1732
Falkland Islands,FLK,2021-03-26,2187
Falkland Islands,FLK,2021-04-07,4322
Falkland Islands,FLK,2021-04-14,4407
Fiji,FJI,2021-03-17,0
Fiji,FJI,2021-04-13,6278
Fiji,FJI,2021-04-15,27705
Fiji,FJI,2021-04-16,56000
Fiji,FJI,2021-04-20,56000
Fiji,FJI,2021-05-11,93000
Fiji,FJI,2021-05-25,109927
Fiji,FJI,2021-06-01,136247
Fiji,FJI,2021-06-08,223429
Fiji,FJI,2021-06-15,242539
